Room Name,Room Code,Item Category,Item Type,Item Name,Barcode,Qty,Unit,Date Added,Barcode Status,Status,Prefix
Classroom,Room 103,Asset / Capex,AC,AC Daikin,SMDGAC1900009,1,unit,2020-12-14,Active,Baik,GAC
Classroom,Room 103,Asset / Capex,AC,AC Daikin,SMDGAC1900010,1,unit,2020-12-14,Active,Baik,GAC
Classroom,Room 103,Asset / Capex,Access Point,Access Point Unifi AP AC Pro,SMDIAP2100002,1,unit,2018-07-10,Active,Baik,IAP
Classroom,Room 103,Asset / Capex,braket Standing,braket Standing,SMDIBS2400003,1,unit,2023-05-03,Active,Baik,IBS
Classroom,Room 103,Asset / Capex,KURSI,Kursi Guru Beroda,SMDGKR1900169,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800213,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800214,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800215,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800216,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800217,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800218,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800219,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800220,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800221,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800222,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800223,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800224,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800225,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800226,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800227,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800228,1,unit,2020-12-14,Active,Baik,GKR
Classroom,Room 103,Asset / Capex,KURSI,Kursi Yaris,SMDGKS1800229,1,unit,2020-12-14,Active,Baik,GKR
