"Sekolah Citra Kasih, Samarinda",,,,,,,,,,,
Room Name,Room Code,Item Category,Item Type,Item Name,Barcode,Qty,Unit,Date Added,Barcode Status,Status,Prefix
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Handphone,SMDIEC2200001,1,unit,2022-06-16,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Handphone Lenovo,SMDIEC2000001,1,unit,2020-12-02,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Handphone Redmi Note 12 RAM 8 ROM 256,SMDIEC2300001,1,unit,2023-10-03,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Handphone Xiaomi,SMDIEC2000002,1,unit,2020-12-02,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Iphone 16 Pro,IEC25080002,1,unit,2025-07-23,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Samsung A16,IEC25080001,1,unit,2025-07-09,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Gadget (HP/Tab/IPad) dan Aksesorisnya,Samsung A35 G5/8-256gb ,SMDIEC2400001,1,unit,2024-08-29,Active,Baik,IEC
Multi Purpose,School Information Center(105),Asset / Capex,Monitor AOC,Monitor AOC,SMDIMN2100001,1,unit,2021-08-05,Active,Baik,IMN
Multi Purpose,School Information Center(105),Asset / Capex,PC,AIO Lenovo i5,SMDIPC2400002,1,unit,2023-10-16,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,PC,AIO Lenovo i5,SMDIPC2400003,1,unit,2023-10-16,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,PC,PC - Intel Core I3,SMDIPC2100004,1,Set,2018-07-10,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,PC,PC - Intel Core I3,SMDIPC2100005,1,Set,2018-07-10,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,PC,PC - Intel Core I3,SMDIPC2100008,1,Set,2018-07-10,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,PC,PC Rakitan i5,SMDIPC2100003,1,unit,2020-12-02,Active,Baik,IPC
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer Epson,SMDIPN2300006,1,unit,2018-07-10,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer Epson Inkjet,SMDIPN2000002,1,unit,2020-12-02,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer Epson Inkjet,SMDIPN2000008,1,unit,2020-12-02,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer Epson L1110,SMDIPN2100001,1,unit,2019-08-06,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer EPSON L3210,SMDIPN2500003,1,unit,2025-01-24,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer EPSON L5290,IPN25080001,1,unit,2025-07-23,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer HP Laserjet,SMDIPN2000006,1,unit,2020-12-02,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer,Printer HP Laserjet 150 NW,SMDIPN2500004,1,unit,2025-05-22,Active,Baik,IPN
Multi Purpose,School Information Center(105),Asset / Capex,Printer Barcode Brother,Printer Barcode Brother ,SMDIPB2500001,1,unit,2025-09-03,Active,Baik,IPB
Multi Purpose,School Information Center(105),Asset / Capex,Scanner Epson,Scanner Epson,SMDISN2100001,1,unit,2021-06-17,Active,Baik,ISN
Multi Purpose,Science Lab Elementary - 304,Asset / Capex,AC,AC Daikin,SMDGAC1900033,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,Science Lab Elementary - 304,Asset / Capex,AC,"AC Split 1,5 PK",19100336,1,unit,2018-07-10,Active,Baik,GAC
Multi Purpose,Science Lab Elementary - 304,Asset / Capex,Access Point,Access Point Unifi,SMDIAP2300007,1,unit,2020-12-02,Active,Baik,IAP
Multi Purpose,Science Laboratory JHS SHS - 406,Asset / Capex,AC,AC Daikin,SMDGAC1900048,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,Science Laboratory JHS SHS - 406,Asset / Capex,AC,AC Daikin,SMDGAC1900049,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,Science Laboratory JHS SHS - 406,Asset / Capex,AC,AC Daikin,SMDGAC1900050,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,Science Laboratory JHS SHS - 406,Asset / Capex,Access Point,Access Point Unifi,SMDIAP2200005,1,unit,2020-12-02,Active,Baik,IAP
Multi Purpose,Science Laboratory JHS SHS - 406,Asset / Capex,Projector,Projector Infocus ,SMDIPJ0000008,1,unit,2019-01-15,Active,Baik,IPJ
Multi Purpose,STEM Classroom - 307,Asset / Capex,AC,AC Daikin,SMDGAC1900041,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,STEM Classroom - 307,Asset / Capex,AC,AC Daikin,SMDGAC1900042,1,unit,2020-12-14,Active,Baik,GAC
Multi Purpose,STEM Classroom - 307,Asset / Capex,Access Point,Access Point Unifi,SMDIAP2000007,1,unit,2020-12-02,Active,Baik,IAP
Multi Purpose,STEM Classroom - 307,Asset / Capex,Projector,Projector Epson,SMDIPJ2200004,1,unit,2020-12-02,Active,Baik,IPJ
